SATD	 appropriate datatype for this column the best can with what know this may not the best behavior here 
SATD	 evil  split the vacuum output little 
SATD	 this codeicommandcode displays dialog box that allows the user enter where clause order clause used when getting data via the contents tab author hammela  change name 
SATD	  col add method databasemetadata that returns array objects for for postgresql put this kludge the new function this way all the kludges are kept one place kludge for some dbs postgresql there actually pseudocolumn providing the rowid but the function not implemented this kludge hardcodes the knowledge that specific dbs use specific pseudocolumn additionally you must create the table using with oid appended the create statement otherwise oid column not available default 
SATD	 this workaround for what looks like bug syntax error qualify with the schema the new table name but not the old alter table rename the second public apparently not currently valid thing 
SATD	 skip formatting for stored procedures they can have comments embedded them and presently not sure how the formatter handles this 
SATD	 need tell object display itself panel 
SATD	 all the following have been converted use the datatype objects why not just have case typesnull and default this seems pointless rmm 
SATD	 need associate panel with object type somehow 
SATD	 implement interface and interface  this code was copied from contentstab should probably put into common location and shared both this class and contentstab 
SATD	  how let the user customize this 
SATD	 cse moved this code down here fix repaint problems first display bounds should set before install uninstall the old popup from root pane and install the new one even case they are the same objects its necessary cover the workspace switches etc 
SATD	  rename 
SATD	 discovered that the loginame field can null that case how know have the correct view 
SATD	  this shouldnt public its only been done for the jcomplete plugin some stage this method will returned package visibility 
SATD	 some dbs like mckoi make the default for scale apply the same  above 
SATD	  move ioutilities see filewrapper 
SATD	  work out why kludge for some reason not able get the sheet size correctly always displays with size that causes the subpanels have their scrollbars showing add bit increase the size the panel the scrollbars are not displayed 
SATD	 sql executing produced warnings then write them out the session message handler  this pain postgresql sends raise notice messages the connection not the statment they will mixed with warnings from other statements 
SATD	 best guess read object this probably the wrong thing here but dont know what else try 
SATD	  deal with ingres iie meta tables 
SATD	 this bit hard coded but use scale here some number displays crazy 
SATD	  spatial and fulltext indexes require myisam engine for the table there way tell what engine being used for table may not necessary since the following doenst hurt already myisam engine alter table mytable engine myisam still this not the kind thing would want automatically since myisam engine nontransactional will probably need tell the user somehow that they need this otherwise the create index statement will fail maybe comment the script and they happen read they could uncomment the conversion the engine maybe custom dialog 
SATD	  delete copyright johan compagner jcompagnerjcomnl this library free software you can redistribute andor modify under the terms the gnu lesser general public license published the free software foundation either version the license your option any later version this library distributed the hope that will useful but without any warranty without even the implied warranty merchantability fitness for particular purpose see the gnu lesser general public license for more details you should have received copy the gnu lesser general public license along with this library not write the free software foundation inc temple place suite boston usa 
SATD	 jason make menu smarter when second window for the same session added create hierarchical menu for all windows for the session 
SATD	 for some reason when the oracle plugin adds details tabs for triggers the tabpnls first tab ends being the trigger details tab and not the generic database object info tab this causes the tabs length tab greater than the tabs that are actually the tabpnl this throws off the selection such that the tab selected the tab panel doesnt get rendered until the tab the right the selected tab selected this workaround for this problem until can determine why the never makes into the tabpnl the first place 
SATD	 the following workaround for the problem mac where the apple laf delegates the swing popup factory but then tries set alpha the underlying cocoa window which will always null youre using jgoodies see this has effect linuxwindows 
SATD	 coldefs not same order search for matching coldef entry note linear search here will normally not too bad because most tables not have huge numbers columns 
SATD	  what about these viewportfont colorchooserfont internalframefont optionpanefont panelfont scrollpanefont desktopiconfont 
SATD	 dont use real type axion sets the column size default yet can handle more precision data being copied from the real column can potentially larger than what the column claims support this will problem for other databases that pay attention the column size  perhaps reintroduce the real type but use the new getprecisiondigits max out the precision 
SATD	 this info merely placeholder the tree that can use get index name and parent name more easily probably should create indexcolumninfo that has this extra info 
SATD	  should the constraint name simply the column name something more like constraint name 
SATD	 some tables have pseudo column primary keys and others not jdbc some dbmss does not handle pseudo columns correctly also gettables returns views well tables the thing are looking might not table jdbc does not give simple way determine what are looking since the type object described dbmsspecific encoding for these reasons rather than testing for all these conditions just try using the pseudo column info get the table data and that fails try get the table data without using the pseudo column  should change the mode from editable noneditable 
SATD	  maybe instead throwing exception could ask the user they would like adjust their preference for them 
SATD	  some dbs like frontbase dont support boolean types ive tried tinyint bit and boolean the column type and setboolean fails for all three its mystery this point what column the methods actually work iin frontbase 
SATD	 workaround for this driver which must have dbo for schema the jconnect family drivers appears not affected and can accept null schema which necessary find tables other schemas within the same catalog similarly jtds doesnt require this yet doesnt return nondbo schema tables unfortunately 
SATD	 dialect delegate for the progress database  progress specification says that the sum all column lengths table row may not exceed need add interface method the hibernatedialect interface that takes array lengths and and checks the sum columns for row this maximum number may different across databases this check method needs implemented each dialect author manningr 
SATD	  decide whether this should bound property not name name 
SATD	 endkludge 
SATD	  deal with sybases sys tables 
SATD	  move all code other than for window creation aliaswindowmanager factory handle creation maintenance sheets for sql alias objects author bella 
SATD	  why shouldnt call registersqldriver here rmm 
SATD	  should have session listeners instead these calls 
SATD	  just noticed that mysql supports multibit bit column using the getobjectsetobject methods with byte would valuable some point make this code bit more dbmsspecific 
SATD	  move all code other than for window creation aliaswindowmanager factory handle creation maintenance sheets for sql driver objects author bella 
SATD	 win mnemonics are normally hidden make them visible you press the alt key under the windows pressing alt may not work this code workaround see bug report for more information 
SATD	  once were happy that jfcutilities longer required 
SATD	 workaround for bug which means must use dbo for schema 
SATD	 unfortunately need remove the exising tree table component and create new one due limitations with replacing models the existing sun implementation why earth they couldnt formalise the tree table example jfc which use bit more anyones guess 
SATD	  figure out why bind variables arent working 
SATD	  make properties file can use class name generate properties file name 
SATD	  hopefully the name will always the last token 
SATD	  need have generic hibernate dialect extend this provide the types 
SATD	 this could perhaps more elegantly done recursion 
SATD	  get rid this class this combobox contains all the columns sql table author bella 
SATD	  make parameter implement sqlitem interface which has getstring method which can also implemented sqlstring sqlfragment some such can then eliminate the use instanceof below and clean the code bit making itemsinsql look like arraylistsqlitem itemsinsql new arraylistsqlitem 
SATD	 uses java classes that implement the trigger interface operate database tables rows when action triggers them therefore there currently way access the source for trigger hopefully this will change some point the future new triggersourcetabthe source the trigger 
SATD	 arrays strings are special case xmlbeanwriter method processproperty array strings turned into list stringwrapper objects the xml presumably that when reading them back have class that can call setters thus when reading back array strings actually read array stringwrappers which gives type mismatch the following arraycopy therefore need convert the data that currently the stringwrapper objects into actual strings 
SATD	  move this ioutilities extracts the specified zip file the specified output directory param zipfile param outputdirectory throws ioexception 
SATD	 set the password for this alias param password the new password throws validationexception  what conditions 
SATD	 tell caller that the underlying data was not updated this always true could the data updated with warning 
SATD	 empty string seems represented null some drivers not sure this the best thing here but fixes issue where sql returns set default when already null 
SATD	  pass message handler user gets error msgs 
SATD	 facade methods for imessagehandler dont want allow code directly access internal imessagehandler now that the imessagehandler interface requires exceptionformatter injected for methods that accept exceptions 
SATD	 jason mow that multiple object trees exist storing the edit where objectinfo within session wont work needs objectinfo within something else private final map editwherecolssheets new hashmap 
SATD	  put all the property accessors 
SATD	 delete worked correctly now delete from table important the user and the creator both work through the sortabletablemodel not the actual model thus the row indexes delete are given the sortabletablemodel row numbers must work through that model model actually the delete 
SATD	  figure out more reliable way handle other type which indicates databasespecific type 
SATD	  giving constraint name universally supported and done the same way every database 
SATD	  sort the list 
SATD	 remember which column the rowid any can prevent editing 
SATD	  plugin supports only the main session window 
SATD	 called when app shutdown  put throws clause back 
SATD	  
SATD	  tooltips 
SATD	  fillfactor primary etc 
SATD	  allow the user specify ignore case preserve case 
SATD	  when message are can have some text red error and some normal then put out errors red 
SATD	  tell the user that the selected destination schema the same the source schema 
SATD	  primary 
SATD	  maybe prompt the user ask append the records ignoring errors for constraint violations 
SATD	  refresh 
SATD	  maybe someday could inform the user that the imported key cant created because the list tables theyve selected doesnt include the table that this foreign key depends upon for now just log warning and skip 
SATD	  hookup with interbase spec and adjust these necessary 
SATD	  figure out how get then name the table that the trigger and tablesname 
SATD	  should also make sure that each the columns made not null 
SATD	 not implemented 
SATD	 sorts the specified destinfos array based the order the sourceinfos array not very efficient algorthim but gets the job done  rewrite this using collections sorting capability param sourceinfos param destinfos param sourcetablename param desttablename return reordered version the specified destinfos array throws mappingexception the arrays differ length column names 
SATD	  perhaps can tell the user when they click copy table the source session axion and they want primary keys that its not possible 
SATD	  use the destination database type derive format that acceptable 
SATD	  the use checks export entire table and doesnt select all then the selected indices are not set and this check doesnt properly detect missing data export entire table selected need set the selected indexes below correctly 
SATD	  create the child index 
SATD	 just copied the last table now safe copy the constraintswell that all dependencies are met the group tables being copied  new feature could examine table list for fks tables not the list then prompt the user add those missing tables the list 
SATD	 dialect delegate for the axion database  this dialect not yet complete need provide implementations wherever not yet implemented appears 
SATD	  allow the user specify the sequence name for dialects that dont natively support autoincrement columns without using sequencetrigger combo 
SATD	  finish 
SATD	  need enhance the index dialog allow specifying storage option for now just accept the default for the index access method using btree 
SATD	  put throws clause back empty method 
SATD	  should also have the type string date 
SATD	  need add storageoptions the add index dialog 
SATD	 move any files that are located the core downloads dir the downloads dir the spring application context will not load properly for some unknown reason when there are jars the classpath workaround simply ensure that they are where they should anyway previously were not careful about this possible that jars were copied into the core downloads directory 
SATD	  implement this better 
SATD	  need implement change the message 
SATD	  need allow user specify this 
SATD	 dialect delegate for the timesten database  this dialect not yet complete need provide implementations wherever not yet implemented appears 
SATD	 dialect delegate for the sun microsystems hadb highavailability database  this dialect not yet complete need provide implementations wherever not yet implemented appears author manningr 
SATD	 not yet ready tab new return new tab 
SATD	  set the total for the progress bar 
SATD	  use the destination database type derive format that acceptable 
SATD	 future may want create tablepopupmenu allow cutcopypaste operations 
SATD	  ask the user they want undo the changes that the paste made alternatively show them the specific problem and let them fix then allow them retry the operation starting from the point which the previous operation failed 
WITHOUT_CLASSIFICATION	 flag for whether have already loaded the properties not 
WITHOUT_CLASSIFICATION	 history file not found for user first time user ran pgm 
WITHOUT_CLASSIFICATION	 default point define font relative that 
WITHOUT_CLASSIFICATION	 getting javasqldriver run shutdown command 
WITHOUT_CLASSIFICATION	 session colors for this alias 
WITHOUT_CLASSIFICATION	 remove trailing 
WITHOUT_CLASSIFICATION	 version this optional you dont want give out this info please enter 
WITHOUT_CLASSIFICATION	 expanders trigger and index expanders are added inside the table expander new schemaexpander 
WITHOUT_CLASSIFICATION	 the code bellow only for embedded derby driver 
WITHOUT_CLASSIFICATION	 register custom datatypecomponent factory for derby clob type 
WITHOUT_CLASSIFICATION	 handle null which shown the special string null 
WITHOUT_CLASSIFICATION	 retrieving default column values 
WITHOUT_CLASSIFICATION	 new new sequencedetailstab 
WITHOUT_CLASSIFICATION	 default nullable use null 
WITHOUT_CLASSIFICATION	 there was error the conversion 
WITHOUT_CLASSIFICATION	 about delete last thing field replace with null 
WITHOUT_CLASSIFICATION	 not found will created 
WITHOUT_CLASSIFICATION	 make the shortcut visible the popup 
WITHOUT_CLASSIFICATION	 exists you want replace 
WITHOUT_CLASSIFICATION	 ibm specific code read procedure definitions 
WITHOUT_CLASSIFICATION	 handy have the cannonical path name show user error messages since getting that name might involve ioexception need put inside try statement however since the file does exist there good reason for getting ioexception this point but get one there something seriously wrong and want abort therefore make sense get that name here and save for later use 
WITHOUT_CLASSIFICATION	 load plugin preferences 
WITHOUT_CLASSIFICATION	 currently milestone axion doesnt support schemas like other databases set the schema emtpy string detect axion session 
WITHOUT_CLASSIFICATION	 the dataobject returns string put into the popup which can later converted the appropriate object type 
WITHOUT_CLASSIFICATION	 have the datatype object fill the appropriate kind value into the appropriate variable position the prepared stmt 
WITHOUT_CLASSIFICATION	 bad export not proceed with command the exportdata method has already put message the user saying the export failed 
WITHOUT_CLASSIFICATION	 datatypes may limit the initial data read from the minimize the time needed for the initial load the table edit the contents cell require that the entire contents the data element present the cell before editing therefore ask the datatype need reread the data contents without limiting and that read needed there problem during the read cannot identify exactly one row the matching the current row the table then the cell not editable the reverse not true succeed reading the data there may still other reasons why cannot edit need check for being editable after the read 
WITHOUT_CLASSIFICATION	 database session statistics 
WITHOUT_CLASSIFICATION	 the parse did not find xml was malformed 
WITHOUT_CLASSIFICATION	 test make many paths 
WITHOUT_CLASSIFICATION	 its error have and octal number 
WITHOUT_CLASSIFICATION	 table doesnt exist source 
WITHOUT_CLASSIFICATION	 case already exists 
WITHOUT_CLASSIFICATION	 gwg xml format check code 
WITHOUT_CLASSIFICATION	 the indexes are ascending order but want delete descending order see previous comment run through the list backwards 
WITHOUT_CLASSIFICATION	 drivers 
WITHOUT_CLASSIFICATION	 cannot blank 
WITHOUT_CLASSIFICATION	 private string getfilenamefile dir string name return getfilenamenew filedir name 
WITHOUT_CLASSIFICATION	 users 
WITHOUT_CLASSIFICATION	 private final static ilogger slog 
WITHOUT_CLASSIFICATION	 end bracket params might follow 
WITHOUT_CLASSIFICATION	 these files contain images etc try filter out these props 
WITHOUT_CLASSIFICATION	 reregistering driver necessary for embedded derby 
WITHOUT_CLASSIFICATION	 problem during updatenno count inserted rows was returnedndatabase may corrupted 
WITHOUT_CLASSIFICATION	 typename 
WITHOUT_CLASSIFICATION	 nonjavadoc see 
WITHOUT_CLASSIFICATION	 method tests 
WITHOUT_CLASSIFICATION	 resultset null biginttypetable new string table 
WITHOUT_CLASSIFICATION	 this might because table alias used maybe with before 
WITHOUT_CLASSIFICATION	 empty method 
WITHOUT_CLASSIFICATION	 ignore any sqlexceptions this would only could not get column info from the sql database meta data 
WITHOUT_CLASSIFICATION	 open file output stream 
WITHOUT_CLASSIFICATION	 set the read from the file just created 
WITHOUT_CLASSIFICATION	 see there was problem during parsing 
WITHOUT_CLASSIFICATION	 increases component width pixels 
WITHOUT_CLASSIFICATION	 increases component width pixels 
WITHOUT_CLASSIFICATION	 allow the user set for the fetch size indicate that this should not called jdbcodbc bridge driver fails execute sql once you have set the fetch size any value 
WITHOUT_CLASSIFICATION	 impossible 
WITHOUT_CLASSIFICATION	 not too many old files 
WITHOUT_CLASSIFICATION	 first time through skip the double spacing 
WITHOUT_CLASSIFICATION	 destination database doesnt support copying tables into objectsn please select schema paste into 
WITHOUT_CLASSIFICATION	 columns defined return generic class avoid anything throwing exception 
WITHOUT_CLASSIFICATION	 sort the indexes into ascending order because that the only function easilly available from the arrays class 
WITHOUT_CLASSIFICATION	 read the entire row since some drivers complain columns are read out sequence 
WITHOUT_CLASSIFICATION	 the second time that catalogs are asked for return two 
WITHOUT_CLASSIFICATION	 file 
WITHOUT_CLASSIFICATION	 now selectreorder columns 
WITHOUT_CLASSIFICATION	 done before actually reading the data from the resultset done after reading the data from the resultset oracle throws when processing resultsetmetadata methods for the resultset returned for 
WITHOUT_CLASSIFICATION	 the jcc driver code obfuscated not check the full class name but resort checking prefix and suffix instead version the full class name 
WITHOUT_CLASSIFICATION	 prefix for the jcc sqlexception class name 
WITHOUT_CLASSIFICATION	 class name for the jcc sqlexception class 
WITHOUT_CLASSIFICATION	 setup the applications look and feel 
WITHOUT_CLASSIFICATION	 set the return type 
WITHOUT_CLASSIFICATION	 adding milliseconds from the orgtime file 
WITHOUT_CLASSIFICATION	 cannot pass byte array classforname 
WITHOUT_CLASSIFICATION	 supports session main window only 
WITHOUT_CLASSIFICATION	 here the max line length original line size doesnt get trimmed white space 
WITHOUT_CLASSIFICATION	 inoraclenosqlno sql selected for execution 
WITHOUT_CLASSIFICATION	 settings gap sizes 
WITHOUT_CLASSIFICATION	 qname lqn new qname sessiondata 
WITHOUT_CLASSIFICATION	 empty body 
WITHOUT_CLASSIFICATION	 trigger source 
WITHOUT_CLASSIFICATION	 filling columns 
WITHOUT_CLASSIFICATION	 user has cancelled the query execution 
WITHOUT_CLASSIFICATION	 appending labels with optional components 
WITHOUT_CLASSIFICATION	 adding titles 
WITHOUT_CLASSIFICATION	 the user chooses neither fixed value nor autoincrement then clear the fixed value field has value 
WITHOUT_CLASSIFICATION	 procedure source 
WITHOUT_CLASSIFICATION	 removed for duplicate line 
WITHOUT_CLASSIFICATION	 developers should write english props 
WITHOUT_CLASSIFICATION	 the jtextcomponent that being used for editing 
WITHOUT_CLASSIFICATION	 the first time that schemas are asked for return just one 
WITHOUT_CLASSIFICATION	 the connection technology used could odbc jdbc ado this optional you dont want give out this info please enter 
WITHOUT_CLASSIFICATION	 output 
WITHOUT_CLASSIFICATION	 check sure get only one schema 
WITHOUT_CLASSIFICATION	 use the session key you got from the opensession call here 
WITHOUT_CLASSIFICATION	 sequence details 
WITHOUT_CLASSIFICATION	 set the target server and name space 
WITHOUT_CLASSIFICATION	 choose source directory 
WITHOUT_CLASSIFICATION	 execute the sql command the sql tab and then display the sql tab 
WITHOUT_CLASSIFICATION	 save the pointer needed enable editing data ondemand 
WITHOUT_CLASSIFICATION	 doesnt exist prompt create 
WITHOUT_CLASSIFICATION	 check see hit the end the file without processing the current record 
WITHOUT_CLASSIFICATION	 copy the header data from the column array the header string array 
WITHOUT_CLASSIFICATION	 logger for this class 
WITHOUT_CLASSIFICATION	 since the letter wasnt special letter this will the first letter our current column 
WITHOUT_CLASSIFICATION	 only check once per session 
WITHOUT_CLASSIFICATION	 setting color 
WITHOUT_CLASSIFICATION	 need return clone and cant use clone because valueslength might greater than columnscount 
WITHOUT_CLASSIFICATION	 this will text qualified column need set make enter the seperate branch handle text qualified columns 
WITHOUT_CLASSIFICATION	 the jtable used for displaying all resultset info 
WITHOUT_CLASSIFICATION	 test make long path 
WITHOUT_CLASSIFICATION	 since user now using popup stop editing using the incell editor any 
WITHOUT_CLASSIFICATION	 rob removed replacement via regexp because needed several regexp escapes val 
WITHOUT_CLASSIFICATION	 there was problem with the read would nice report this the user but try get trouble some cases where the data continually reread after the dialog goes away because the cell being repainted cell not editable 
WITHOUT_CLASSIFICATION	 these are all more less global loop variables keep from needing pass them all into various methods during parsing 
WITHOUT_CLASSIFICATION	 first have the methods for incell and texttable operations 
WITHOUT_CLASSIFICATION	 delete the row from the table 
WITHOUT_CLASSIFICATION	 for convenience cast the value object its type 
WITHOUT_CLASSIFICATION	 have the whole contents the clob 
WITHOUT_CLASSIFICATION	 the suffix tmp then send the array 
WITHOUT_CLASSIFICATION	 warning 
WITHOUT_CLASSIFICATION	 the following pointer needed allow the make editable button tell the application set editable display panel 
WITHOUT_CLASSIFICATION	 not uri assume string filename 
WITHOUT_CLASSIFICATION	 these objects not depend catalogs schemas enough load them once 
WITHOUT_CLASSIFICATION	 oracle plan table doesnt exist the current schema you want create 
WITHOUT_CLASSIFICATION	 have seen the reference the outer class being null when this method called have seen only with the runtime jars and linux could not reproduce ide 
WITHOUT_CLASSIFICATION	 completion will work better you use the syntax plugin get from squirrelsqlorg its free 
WITHOUT_CLASSIFICATION	 cut table image and draw the page 
WITHOUT_CLASSIFICATION	 column not model 
WITHOUT_CLASSIFICATION	 result checking for jaybird driver with major version 
WITHOUT_CLASSIFICATION	 delete the old file 
WITHOUT_CLASSIFICATION	 dataholder res getexecutionplan argv databaseretobject 
WITHOUT_CLASSIFICATION	 objects 
WITHOUT_CLASSIFICATION	 data string need convert real object 
WITHOUT_CLASSIFICATION	 noin 
WITHOUT_CLASSIFICATION	 private int lastsessionidx 
WITHOUT_CLASSIFICATION	 make sure there instance 
WITHOUT_CLASSIFICATION	 line should look like this line with spanembedded keyspan 
WITHOUT_CLASSIFICATION	 double headerwidth tableheadergetwidth scale 
WITHOUT_CLASSIFICATION	 might also catalog schema name 
WITHOUT_CLASSIFICATION	 tab button 
WITHOUT_CLASSIFICATION	 ignore the user input 
WITHOUT_CLASSIFICATION	 just case table editable call creator set cell editors 
WITHOUT_CLASSIFICATION	 some actions dont have accelerators 
WITHOUT_CLASSIFICATION	 ocured during task execution 
WITHOUT_CLASSIFICATION	 the field binary and not the format expected the datatype default hex 
WITHOUT_CLASSIFICATION	 creating filter that catches tst files 
WITHOUT_CLASSIFICATION	 process the listeners last first notifying those that are interested this event 
WITHOUT_CLASSIFICATION	 inserts are not properly separated give 
WITHOUT_CLASSIFICATION	 call the underlying model get the whole data possible 
WITHOUT_CLASSIFICATION	 better safe than sorry 
WITHOUT_CLASSIFICATION	 tables that have least one child table and have least one parent table 
WITHOUT_CLASSIFICATION	 add controls for file handling but only datatype can file operations 
WITHOUT_CLASSIFICATION	 want delete rows from the end the table towards the beginning the table delete from the front the back that throws off the indexes the rows after each delete and would have compensate for that example want delete rows and and that order then after deleteing row the row that used row now actually row would have subtract from the index get the row delete the other hand delete row first then the indexes all rows prior that one have not been affected can then delete row without any complications 
WITHOUT_CLASSIFICATION	 private void pbuffer string psprivilege 
WITHOUT_CLASSIFICATION	 get the default values from the for the table columns 
